RecordId,MAK,PropertyAddress,Suite,City,State,ZipCode,ZipCodePlus4,Latitude,Longitude,FIPSCode,APN,CensusKey,CensusKeyDecennial,CountyLandUseDescription,TotalAssessedValue,AssessmentYear,LotSizeOrArea,LotSizeAreaUnit,SalesPriceFromAssessment,YearBuilt,TotalNumberOfRooms,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,NumberOfStories,NumberOfBuildings,NumberOfUnits,GarageTypeParking,GarageParkingNumberOfCars,HasDeck,DeckArea,HasGuestHouse,GuestHouseArea,PoolType,PoolArea,AirConditioning,HasFireplace,FireplaceCount,HasBasement,HasElevator,HasSecurityAlarm,HasSprinklers
1481,8330754555,10 Alisma,# 69,Rancho Santa Margarita,CA,92688,1314,33.652737,-117.586204,06059,931-885-19,060590320512002,060590320512002,"CONDOMINIUM",573260,2023,.0000000,,551000,1986,0,2,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1482,3473756445,20 Pantano,# 79,Rancho Santa Margarita,CA,92688,1303,33.651810,-117.586716,06059,931-885-29,060590320512002,060590320512002,"CONDOMINIUM",239502,2023,.0000000,,150000,1986,0,2,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1483,9732272460,12 Mirabella,# 101,Rancho Santa Margarita,CA,92688,1301,33.652248,-117.587440,06059,931-885-51,060590320512002,060590320512002,"CONDOMINIUM",309534,2023,.0000000,,218000,1986,0,2,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1484,6568936563,25 Pantano,# 104,Rancho Santa Margarita,CA,92688,1304,33.651932,-117.587395,06059,931-885-54,060590320512002,060590320512002,"CONDOMINIUM",222577,2023,.0000000,,121000,1986,0,2,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1485,9523375729,9 Alisma,# 105,Rancho Santa Margarita,CA,92688,1313,33.652271,-117.586617,06059,931-885-55,060590320512002,060590320512002,"CONDOMINIUM",561816,2023,.0000000,,550000,1986,0,2,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1486,3838411458,1 Alisma,# 109,Rancho Santa Margarita,CA,92688,1313,33.652229,-117.586761,06059,931-885-59,060590320512002,060590320512002,"CONDOMINIUM",299881,2023,.0000000,,203000,1986,0,2,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1487,7210516005,15 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1400,33.651605,-117.582654,06059,931-885-68,060590320512008,060590320512008,"CONDOMINIUM",375801,2023,.0000000,,275000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1488,9144837551,11 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1400,33.651605,-117.582654,06059,931-885-71,060590320512008,060590320512008,"CONDOMINIUM",278407,2023,.0000000,,200000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1489,2560108375,9 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1400,33.652116,-117.583536,06059,931-885-74,060590320512002,060590320512002,"CONDOMINIUM",268356,2023,.0000000,,189000,1986,0,1,1.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1490,1389059333,14 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1487,33.652122,-117.583748,06059,931-885-78,060590320512002,060590320512002,"CONDOMINIUM",298175,2023,.0000000,,206000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1491,6343150360,14 Brisa Ribera,,Rancho Santa Margarita,CA,92688,1468,33.652092,-117.582886,06059,931-885-89,060590320512008,060590320512008,"CONDOMINIUM",416798,2023,.0000000,,305000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1492,4008150618,15 Via Tortuga,,Rancho Santa Margarita,CA,92688,1471,33.652130,-117.582726,06059,931-885-90,060590320512008,060590320512008,"CONDOMINIUM",306250,2023,.0000000,,220000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1493,7072495628,7 Via Garceta,,Rancho Santa Margarita,CA,92688,1476,33.652050,-117.581825,06059,931-886-14,060590320512002,060590320512002,"CONDOMINIUM",214341,2023,.0000000,,148000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1494,7302631961,19 Via Garceta,,Rancho Santa Margarita,CA,92688,1479,33.652172,-117.581375,06059,931-886-19,060590320512002,060590320512002,"CONDOMINIUM",354833,2023,.0000000,,250000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1495,2636205295,29 Via Garceta,,Rancho Santa Margarita,CA,92688,1479,33.651844,-117.581528,06059,931-886-25,060590320512002,060590320512002,"CONDOMINIUM",244035,2023,.0000000,,168500,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1496,6698981819,37 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1462,33.651634,-117.583496,06059,931-886-37,060590320512005,060590320512005,"CONDOMINIUM",146625,2023,.0000000,,90000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1497,5059741406,25 Brisa Ribera,,Rancho Santa Margarita,CA,92688,1410,33.651703,-117.583336,06059,931-886-44,060590320512005,060590320512005,"CONDOMINIUM",186131,2023,.0000000,,99500,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1498,7143959542,25 Via Lavendera,,Rancho Santa Margarita,CA,92688,1472,33.651794,-117.582298,06059,931-886-70,060590320512006,060590320512006,"CONDOMINIUM",269634,2023,.0000000,,190000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1499,2402341808,21 Via Lavendera,,Rancho Santa Margarita,CA,92688,1472,33.651768,-117.582329,06059,931-886-71,060590320512006,060590320512006,"CONDOMINIUM",190171,2023,.0000000,,101500,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1500,8775763781,27 Via Lavendera,,Rancho Santa Margarita,CA,92688,1472,33.651703,-117.582352,06059,931-886-73,060590320512006,060590320512006,"CONDOMINIUM",489013,2023,.0000000,,365000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1501,6782916459,53 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1462,33.651605,-117.582654,06059,931-886-76,060590320512008,060590320512008,"CONDOMINIUM",533725,2023,.0000000,,475000,1986,5,2,2.00,0,2,0,0,999,2,N,0,N,0,999,0,,N,0,,,N,N
1502,7734499057,83 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1463,33.651605,-117.582654,06059,931-886-90,060590320512008,060590320512008,"CONDOMINIUM",174395,2023,.0000000,,95000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1503,9489315987,89 Brisa Del Lago,,Rancho Santa Margarita,CA,92688,1463,33.650818,-117.583038,06059,931-886-92,060590320512005,060590320512005,"CONDOMINIUM",533725,2023,.0000000,,475000,1986,5,2,2.00,0,,0,0,999,2,N,0,N,0,,0,C,N,0,,,N,N
1504,2166343527,53 Brisa Ribera,,Rancho Santa Margarita,CA,92688,1467,33.651085,-117.582926,06059,931-886-98,060590320512005,060590320512005,"CONDOMINIUM",219468,2023,.0000000,,119500,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1505,5054746429,57 Brisa Ribera,,Rancho Santa Margarita,CA,92688,1467,33.651066,-117.583069,06059,931-886-99,060590320512005,060590320512005,"CONDOMINIUM",195515,2023,.0000000,,135000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1506,8591655740,31 Via Lavendera,,Rancho Santa Margarita,CA,92688,1472,33.651581,-117.582237,06059,931-887-13,060590320512006,060590320512006,"CONDOMINIUM",75981,2023,.0000000,,130500,1986,5,2,2.00,0,1,0,0,999,2,N,0,N,0,999,0,C,Y,0,,,N,N
1507,9112200782,37 Via Lavendera,,Rancho Santa Margarita,CA,92688,1473,33.651520,-117.582291,06059,931-887-15,060590320512006,060590320512006,"CONDOMINIUM",228597,2023,.0000000,,161500,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1508,7429546529,39 Via Lavendera,,Rancho Santa Margarita,CA,92688,1473,33.651478,-117.582291,06059,931-887-16,060590320512006,060590320512006,"CONDOMINIUM",492561,2023,.0000000,,375000,1986,4,1,1.00,0,1,0,0,999,2,N,0,N,0,999,0,C,N,0,,,N,N
1509,6323917327,6 Via Garceta,,Rancho Santa Margarita,CA,92688,1486,33.651669,-117.581390,06059,931-887-24,060590320512003,060590320512003,"CONDOMINIUM",148703,2023,.0000000,,79000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1510,9870066112,3 Via Acuatica,,Rancho Santa Margarita,CA,92688,1481,33.650932,-117.582910,06059,931-887-36,060590320512005,060590320512005,"CONDOMINIUM",254769,2023,.0000000,,150000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1511,1786236297,17 Via Acuatica,,Rancho Santa Margarita,CA,92688,1482,33.651357,-117.581958,06059,931-887-41,060590320512003,060590320512003,"CONDOMINIUM",118953,2023,.0000000,,225000,1986,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1512,8499418506,3 Via Gracia,,Rancho Santa Margarita,CA,92688,1939,33.648285,-117.582047,06059,931-950-96,060590320551002,060590320551002,"CONDOMINIUM",226045,2023,.0000000,,133000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1513,7294201380,4 Via Gracia,,Rancho Santa Margarita,CA,92688,1939,33.648212,-117.581745,06059,931-950-99,060590320551002,060590320551002,"CONDOMINIUM",341639,2023,.0000000,,250000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1514,2794871243,3 Via Pariente,,Rancho Santa Margarita,CA,92688,1954,33.648239,-117.581848,06059,931-951-01,060590320551002,060590320551002,"CONDOMINIUM",230875,2023,.0000000,,125500,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1515,5141168486,2 Via Pariente,,Rancho Santa Margarita,CA,92688,1954,33.648148,-117.581848,06059,931-951-03,060590320551002,060590320551002,"CONDOMINIUM",173413,2023,.0000000,,113000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1516,7859281987,1 Via Caridad,,Rancho Santa Margarita,CA,92688,1952,33.647751,-117.581741,06059,931-951-19,060590320551002,060590320551002,"CONDOMINIUM",150673,2023,.0000000,,88000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1517,7915787589,29 Via Honrado,,Rancho Santa Margarita,CA,92688,1956,33.647572,-117.581619,06059,931-951-22,060590320551002,060590320551002,"CONDOMINIUM",184485,2023,.0000000,,98500,1986,0,2,2.00,1,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1518,7842787099,4 Via Sincera,,Rancho Santa Margarita,CA,92688,1953,33.647057,-117.581688,06059,931-951-39,060590320551002,060590320551002,"CONDOMINIUM",145787,2023,.0000000,,95000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1519,9079122813,1 Via Compania,,Rancho Santa Margarita,CA,92688,1940,33.648151,-117.582275,06059,931-951-41,060590320551002,060590320551002,"CONDOMINIUM",421362,2023,.0000000,,366000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1520,2075929044,20 Via Esperanza,,Rancho Santa Margarita,CA,92688,1941,33.647640,-117.582039,06059,931-951-54,060590320551002,060590320551002,"CONDOMINIUM",132087,2023,.0000000,,70500,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1521,5794327936,28 Via Esperanza,,Rancho Santa Margarita,CA,92688,1941,33.647919,-117.582268,06059,931-951-57,060590320551002,060590320551002,"CONDOMINIUM",179554,2023,.0000000,,117000,1986,0,2,2.00,1,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1522,3859942370,29 Via Confianza,,Rancho Santa Margarita,CA,92688,1944,33.647910,-117.582490,06059,931-951-66,060590320551002,060590320551002,"CONDOMINIUM",174781,2023,.0000000,,116000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1523,1863683592,38 Via Esperanza,,Rancho Santa Margarita,CA,92688,1942,33.647514,-117.582458,06059,931-951-79,060590320551002,060590320551002,"CONDOMINIUM",156805,2023,.0000000,,84000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1524,9283192765,48 Via Esperanza,,Rancho Santa Margarita,CA,92688,1942,33.647442,-117.582253,06059,931-951-86,060590320551002,060590320551002,"CONDOMINIUM",191537,2023,.0000000,,135000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1525,6010059459,37 Via Hermosa,,Rancho Santa Margarita,CA,92688,1948,33.646313,-117.582497,06059,931-952-17,060590320551001,060590320551001,"CONDOMINIUM",378705,2023,.0000000,,339000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1526,1881681135,41 Via Hermosa,,Rancho Santa Margarita,CA,92688,1948,33.646423,-117.582497,06059,931-952-19,060590320551001,060590320551001,"CONDOMINIUM",331304,2023,.0000000,,238000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1527,6443629183,51 Via Hermosa,,Rancho Santa Margarita,CA,92688,1948,33.646721,-117.582672,06059,931-952-24,060590320551001,060590320551001,"CONDOMINIUM",280002,2023,.0000000,,205000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1528,3118250678,12 Via Padres,,Rancho Santa Margarita,CA,92688,1951,33.647179,-117.583015,06059,931-952-33,060590320551001,060590320551001,"CONDOMINIUM",431766,2023,.0000000,,380000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1529,2891303854,3 Via Carino,,Rancho Santa Margarita,CA,92688,1949,33.646240,-117.582016,06059,931-952-46,060590320551001,060590320551001,"CONDOMINIUM",254866,2023,.0000000,,180000,1989,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1530,3511253444,1 Via Carino,,Rancho Santa Margarita,CA,92688,1949,33.646210,-117.582008,06059,931-952-47,060590320551001,060590320551001,"CONDOMINIUM",422439,2023,.0000000,,320000,1989,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1531,6232462339,4 Via Carino,,Rancho Santa Margarita,CA,92688,1949,33.646152,-117.581978,06059,931-952-49,060590320551001,060590320551001,"CONDOMINIUM",221443,2023,.0000000,,123000,1989,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1532,3361879836,34 Via Carino,,Rancho Santa Margarita,CA,92688,1950,33.646149,-117.581757,06059,931-952-53,060590320551001,060590320551001,"CONDOMINIUM",422026,2023,.0000000,,260000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1533,9121492665,30 Via Carino,,Rancho Santa Margarita,CA,92688,1950,33.646080,-117.581749,06059,931-952-55,060590320551001,060590320551001,"CONDOMINIUM",214397,2023,.0000000,,151000,1986,0,1,1.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1534,3361031210,20 Via Carino,,Rancho Santa Margarita,CA,92688,1950,33.646294,-117.581688,06059,931-952-60,060590320551001,060590320551001,"CONDOMINIUM",454177,2023,.0000000,,339000,1986,0,2,2.00,0,,0,0,999,1,N,0,N,0,,0,,N,0,,,N,N
1535,1805516000,10 Via Carino,,Rancho Santa Margarita,CA,92688,1949,33.646156,-117.582016,06059,931-952-65,060590320551001,060590320551001,"CONDOMINIUM",128070,2023,.0000000,,85000,1986,4,1,1.00,0,1,0,0,999,1,N,0,N,0,999,0,C,N,0,,,N,N
1536,5237530438,104 Wild Horse Loop,# 8,Rancho Santa Margarita,CA,92688,1801,33.648071,-117.585541,06059,931-952-79,060590320551001,060590320551001,"CONDOMINIUM",561328,2023,.0000000,,466000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1537,1670408315,100 Wild Horse Loop,# 10,Rancho Santa Margarita,CA,92688,1801,33.647892,-117.585472,06059,931-952-81,060590320551001,060590320551001,"CONDOMINIUM",282926,2023,.0000000,,160000,1987,0,2,1.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1538,7368911756,66 Wild Horse Loop,# 27,Rancho Santa Margarita,CA,92688,1809,33.648327,-117.584885,06059,931-952-98,060590320551001,060590320551001,"CONDOMINIUM",217937,2023,.0000000,,135000,1987,5,3,2.00,1,,0,0,999,2,N,0,N,0,,0,C,N,0,,,N,N
1539,4901695802,64 Wild Horse Loop,# 28,Rancho Santa Margarita,CA,92688,1809,33.648373,-117.584938,06059,931-952-99,060590320551001,060590320551001,"CONDOMINIUM",529209,2023,.0000000,,395000,1987,0,2,1.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1540,9137949668,56 Wild Horse Loop,# 31,Rancho Santa Margarita,CA,92688,1809,33.648357,-117.585365,06059,931-953-02,060590320551001,060590320551001,"CONDOMINIUM",595139,2023,.0000000,,435500,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1541,3622751119,37 Wild Horse Loop,# 35,Rancho Santa Margarita,CA,92688,1809,33.648082,-117.583898,06059,931-953-06,060590320551003,060590320551003,"CONDOMINIUM",184553,2023,.0000000,,118000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1542,1094012166,39 Wild Horse Loop,# 36,Rancho Santa Margarita,CA,92688,1809,33.647938,-117.583931,06059,931-953-07,060590320551003,060590320551003,"CONDOMINIUM",187998,2023,.0000000,,120500,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1543,4812718273,77 Wild Horse Loop,# 55,Rancho Santa Margarita,CA,92688,1802,33.648083,-117.584862,06059,931-953-26,060590320551003,060590320551003,"CONDOMINIUM",304142,2023,.0000000,,210000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1544,5306208240,79 Wild Horse Loop,# 56,Rancho Santa Margarita,CA,92688,1802,33.648136,-117.584778,06059,931-953-27,060590320551003,060590320551003,"CONDOMINIUM",303996,2023,.0000000,,210000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1545,5459714407,81 Wild Horse Loop,# 57,Rancho Santa Margarita,CA,92688,1802,33.648163,-117.584557,06059,931-953-28,060590320551003,060590320551003,"CONDOMINIUM",548714,2023,.0000000,,505000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1546,1584154539,120 Wild Horse Loop,# 58,Rancho Santa Margarita,CA,92688,1804,33.648472,-117.584610,06059,931-953-29,060590320551001,060590320551001,"CONDOMINIUM",217936,2023,.0000000,,135000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1547,9306107336,122 Wild Horse Loop,# 59,Rancho Santa Margarita,CA,92688,1804,33.648430,-117.584602,06059,931-953-30,060590320551001,060590320551001,"CONDOMINIUM",262177,2023,.0000000,,174000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1548,9962395082,124 Wild Horse Loop,# 60,Rancho Santa Margarita,CA,92688,1804,33.648411,-117.584595,06059,931-953-31,060590320551001,060590320551001,"CONDOMINIUM",279977,2023,.0000000,,161500,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1549,2356041572,126 Wild Horse Loop,# 61,Rancho Santa Margarita,CA,92688,1804,33.648354,-117.584572,06059,931-953-32,060590320551001,060590320551001,"CONDOMINIUM",386994,2023,.0000000,,278000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1550,4900919582,7 Wild Horse Loop,# 69,Rancho Santa Margarita,CA,92688,1803,33.647751,-117.584557,06059,931-953-40,060590320551003,060590320551003,"CONDOMINIUM",229962,2023,.0000000,,125000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1551,7923114828,3 Wild Horse Loop,# 71,Rancho Santa Margarita,CA,92688,1803,33.647602,-117.584518,06059,931-953-42,060590320551003,060590320551003,"CONDOMINIUM",262177,2023,.0000000,,174000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1552,2539895216,29 Wild Horse Loop,# 81,Rancho Santa Margarita,CA,92688,1808,33.647728,-117.583435,06059,931-953-52,060590320551003,060590320551003,"CONDOMINIUM",548714,2023,.0000000,,500000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1553,6996254011,50 Wild Horse Loop,# 85,Rancho Santa Margarita,CA,92688,1808,33.648082,-117.583898,06059,931-953-56,060590320551003,060590320551003,"CONDOMINIUM",344283,2023,.0000000,,235000,1987,5,3,2.00,1,2,0,0,999,2,N,0,N,0,999,0,C,N,0,,,N,N
1554,9119804771,32 Wild Horse Loop,# 94,Rancho Santa Margarita,CA,92688,1807,33.647823,-117.585526,06059,931-953-65,060590320551001,060590320551001,"CONDOMINIUM",561328,2023,.0000000,,487500,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1555,6246737223,28 Wild Horse Loop,# 96,Rancho Santa Margarita,CA,92688,1807,33.647747,-117.585503,06059,931-953-67,060590320551001,060590320551001,"CONDOMINIUM",247932,2023,.0000000,,133000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1556,4988313506,16 Wild Horse Loop,# 102,Rancho Santa Margarita,CA,92688,1807,33.647610,-117.583000,06059,931-953-73,060590320551001,060590320551001,"CONDOMINIUM",227455,2023,.0000000,,124000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1557,8448003090,12 Wild Horse Loop,# 104,Rancho Santa Margarita,CA,92688,1806,33.647590,-117.585166,06059,931-953-75,060590320551001,060590320551001,"CONDOMINIUM",199353,2023,.0000000,,130000,1987,0,2,1.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1558,1617135334,132 Wild Horse Loop,# 117,Rancho Santa Margarita,CA,92688,1805,33.647415,-117.585207,06059,931-953-88,060590320551001,060590320551001,"CONDOMINIUM",231091,2023,.0000000,,30000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
1559,5524403271,68 Gavilan,# 8,Rancho Santa Margarita,CA,92688,1604,33.648239,-117.589142,06059,931-954-00,060590320514000,060590320514000,"CONDOMINIUM",141278,2023,.0000000,,77000,1987,0,2,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1560,4892310688,4 Andarrios,# 10,Rancho Santa Margarita,CA,92688,1612,33.648216,-117.588905,06059,931-954-02,060590320514000,060590320514000,"CONDOMINIUM",128767,2023,.0000000,,70000,1987,0,1,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1561,3428841222,16 Andarrios,# 13,Rancho Santa Margarita,CA,92688,1606,33.648144,-117.588959,06059,931-954-05,060590320514000,060590320514000,"CONDOMINIUM",289494,2023,.0000000,,282000,1987,0,1,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1562,9227711628,10 Andarrios,# 15,Rancho Santa Margarita,CA,92688,1612,33.648396,-117.589226,06059,931-954-07,060590320514000,060590320514000,"CONDOMINIUM",267842,2023,.0000000,,196000,1987,0,2,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1563,5868407002,70 Gavilan,# 18,Rancho Santa Margarita,CA,92688,1604,33.648487,-117.589104,06059,931-954-10,060590320514000,060590320514000,"CONDOMINIUM",137600,2023,.0000000,,75000,1987,0,2,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1564,2548868233,82 Gavilan,# 21,Rancho Santa Margarita,CA,92688,1605,33.648426,-117.589172,06059,931-954-13,060590320514000,060590320514000,"CONDOMINIUM",341251,2023,.0000000,,312000,1987,0,2,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1565,6036166323,72 Gavilan,# 22,Rancho Santa Margarita,CA,92688,1604,33.648289,-117.589149,06059,931-954-14,060590320514000,060590320514000,"CONDOMINIUM",89999,2023,.0000000,,57500,1987,0,2,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1566,7966636953,38 Picazo,# 26,Rancho Santa Margarita,CA,92688,1618,33.647655,-117.589563,06059,931-954-18,060590320514000,060590320514000,"CONDOMINIUM",177264,2023,.0000000,,120000,1987,0,2,2.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1567,5054833955,36 Picazo,# 39,Rancho Santa Margarita,CA,92688,1618,33.647655,-117.589563,06059,931-954-31,060590320514000,060590320514000,"CONDOMINIUM",390835,2023,.0000000,,286000,1987,0,2,2.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1568,3117412912,22 Pica Flor,# 46,Rancho Santa Margarita,CA,92688,1619,33.647312,-117.590431,06059,931-954-38,060590320514003,060590320514003,"CONDOMINIUM",98981,2023,.0000000,,62000,1987,0,2,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1569,7675935565,18 Pica Flor,# 55,Rancho Santa Margarita,CA,92688,1619,33.647190,-117.590057,06059,931-954-47,060590320514003,060590320514003,"CONDOMINIUM",183159,2023,.0000000,,129000,1987,0,1,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1570,8683865203,7 Pica Flor,# 66,Rancho Santa Margarita,CA,92688,1621,33.647099,-117.590218,06059,931-954-58,060590320514003,060590320514003,"CONDOMINIUM",374544,2023,.0000000,,375000,1987,0,2,2.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1571,6635485887,5 Mirlo,# 76,Rancho Santa Margarita,CA,92688,1613,33.647655,-117.589563,06059,931-954-68,060590320514000,060590320514000,"CONDOMINIUM",195515,2023,.0000000,,135000,1987,0,2,2.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1572,8873158081,16 Mirlo,# 85,Rancho Santa Margarita,CA,92688,1614,33.648037,-117.590324,06059,931-954-77,060590320514000,060590320514000,"CONDOMINIUM",208664,2023,.0000000,,150000,1987,0,1,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1573,8449025842,19 Picazo,# 101,Rancho Santa Margarita,CA,92688,1615,33.647587,-117.589340,06059,931-954-93,060590320514000,060590320514000,"CONDOMINIUM",163354,2023,.0000000,,89000,1987,0,2,2.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1574,3007419211,49 Gavilan,# 117,Rancho Santa Margarita,CA,92688,1601,33.647652,-117.589874,06059,931-955-09,060590320514000,060590320514000,"CONDOMINIUM",110163,2023,.0000000,,69000,1987,0,2,2.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
1575,9059150115,9 Gaviota,# 127,Rancho Santa Margarita,CA,92688,1609,33.648720,-117.589333,06059,931-955-19,060590320514000,060590320514000,"CONDOMINIUM",271448,2023,.0000000,,195000,1987,0,2,1.00,0,,0,0,30,1,N,0,N,0,,0,,N,0,,,N,N
