RecordId,MAK,PropertyAddress,Suite,ZipCodePlus4,Latitude,Longitude,APN,CensusKey,CountyLandUseDescription,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,GarageTypeParking,GarageParkingNumberOfCars,PoolType
1615,3718540190,12 Vista Barranca,# 60,1005,33.656258,-117.584824,932-142-25,60590320501003,CONDOMINIUM,333952,0.0,240000,1987,2,2.0,0,Type Not Specified,1,No Pool
1616,8136834591,1 Vista Barranca,# 69,1012,33.655998,-117.585098,932-142-34,60590320501001,CONDOMINIUM,364718,0.0,262000,1987,2,2.0,0,Type Not Specified,1,No Pool
1617,9431628207,11 Vista Barranca,# 73,1012,33.656097,-117.585182,932-142-38,60590320501001,CONDOMINIUM,623913,0.0,475000,1987,3,2.0,1,Type Not Specified,2,No Pool
1618,4340751513,19 Vista Barranca,# 75,1012,33.656403,-117.585266,932-142-40,60590320501001,CONDOMINIUM,362073,0.0,255000,1987,2,2.0,1,Type Not Specified,2,No Pool
1619,2145458669,29 Vista Barranca,# 80,1012,33.656498,-117.585045,932-142-45,60590320501001,CONDOMINIUM,283311,0.0,155000,1987,3,2.0,1,Type Not Specified,2,No Pool
1620,1010942678,35 Vista Barranca,# 83,1012,33.656662,-117.584816,932-142-48,60590320501001,CONDOMINIUM,453674,0.0,326000,1987,3,2.0,1,Type Not Specified,2,No Pool
1621,7879013715,6 Vista Colinas,,1017,33.656233,-117.584146,932-142-60,60590320501003,CONDOMINIUM,380534,9999.0,268000,1989,3,2.0,1,Type Not Specified,2,No Pool
1622,1367246922,16 Vista Cielo,,1015,33.656233,-117.584146,932-142-78,60590320501003,CONDOMINIUM,182139,9999.0,101000,1989,2,2.0,0,Type Not Specified,1,No Pool
1623,8358711132,21 Vista Colinas,,1016,33.656345,-117.583076,932-142-82,60590320501001,CONDOMINIUM,463259,9999.0,339000,1989,2,2.0,1,Type Not Specified,2,No Pool
1624,3216520612,16 Vista Colinas,,1017,33.656231,-117.584137,932-142-88,60590320501003,CONDOMINIUM,441978,9999.0,317500,1989,3,2.0,1,Type Not Specified,2,No Pool
1625,7403062509,34 Vista La Cuesta,,1001,33.656063,-117.583412,932-143-02,60590320501003,CONDOMINIUM,209962,9999.0,131500,1989,2,2.0,1,Type Not Specified,2,No Pool
1626,3895550892,5 De Lino,,1635,33.647009,-117.591571,932-143-21,60590320513002,CONDOMINIUM,281508,0.0,206000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1627,8366100091,5 Cetrino,,1634,33.646599,-117.591103,932-143-33,60590320513002,CONDOMINIUM,165738,0.0,108000,1989,2,2.0,0,Type Not Specified,1,No Pool
1628,3554074890,47 De Lino,,1638,33.64711,-117.591057,932-143-34,60590320513002,CONDOMINIUM,156533,0.0,86500,1989,2,2.0,0,Type Not Specified,1,No Pool
1629,9047531041,20 Leonado,,1633,33.646664,-117.590591,932-143-44,60590320513005,CONDOMINIUM,462978,0.0,400000,1989,2,2.0,0,Type Not Specified,1,No Pool
1630,5138926085,6 Leonado,,1633,33.647114,-117.590981,932-143-51,60590320513002,CONDOMINIUM,168754,0.0,112000,1989,2,2.0,0,Type Not Specified,1,No Pool
1631,7258330972,33 Castano,,1663,33.645447,-117.593254,932-143-61,60590320513002,CONDOMINIUM,120526,0.0,77000,1989,2,2.0,0,Type Not Specified,1,No Pool
1632,2720262832,25 Castano,,1662,33.645523,-117.5933,932-143-71,60590320513002,CONDOMINIUM,75035,0.0,47000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1633,2662551486,23 Anil,,1660,33.646055,-117.592101,932-143-86,60590320513002,CONDOMINIUM,291074,0.0,213000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1634,5897190797,21 Anil,,1660,33.646055,-117.592101,932-143-87,60590320513002,CONDOMINIUM,123549,0.0,82000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1635,1396180657,1 Anil,,1660,33.646503,-117.592766,932-143-99,60590320513002,CONDOMINIUM,98275,0.0,185000,1989,2,2.0,0,Type Not Specified,1,No Pool
1636,4647600780,57 Anil,,1661,33.646343,-117.59288,932-144-05,60590320513002,CONDOMINIUM,201773,0.0,116500,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1637,2994395969,37 Anil,,1661,33.646055,-117.592101,932-144-13,60590320513002,CONDOMINIUM,325790,0.0,290000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1638,9503515410,3 Violado,,1651,33.64595,-117.591965,932-144-30,60590320513002,CONDOMINIUM,200396,0.0,133000,1989,2,2.0,0,Type Not Specified,1,No Pool
1639,1532607446,1 De Lila,,1648,33.646782,-117.592186,932-144-34,60590320513002,CONDOMINIUM,207179,0.0,137500,1989,2,2.0,0,Type Not Specified,1,No Pool
1640,8709517007,13 De Lila,,1648,33.646645,-117.592377,932-144-39,60590320513002,CONDOMINIUM,459538,0.0,343000,1989,2,2.0,0,Type Not Specified,1,No Pool
1641,1937927176,21 Violado,,1650,33.646052,-117.592098,932-144-53,60590320513002,CONDOMINIUM,137307,0.0,86000,1989,2,2.0,0,Type Not Specified,1,No Pool
1642,3905407277,2 Cardinal,,1646,33.646797,-117.591949,932-144-55,60590320513002,CONDOMINIUM,199946,0.0,120000,1989,2,2.0,0,Type Not Specified,1,No Pool
1643,1595650054,6 Cardinal,,1646,33.646729,-117.591881,932-144-57,60590320513002,CONDOMINIUM,325790,0.0,283000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1644,7218714982,40 Cardinal,,1647,33.646055,-117.592101,932-144-72,60590320513002,CONDOMINIUM,245289,0.0,179500,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1645,3045341447,42 Cardinal,,1647,33.646484,-117.59169,932-144-75,60590320513002,CONDOMINIUM,100946,0.0,67000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1646,6908758134,56 Cardinal,,1647,33.646055,-117.592101,932-144-82,60590320513002,CONDOMINIUM,190690,0.0,110000,1989,1,1.0,0,Carport (Unspecified),1,No Pool
1647,6006197624,50 Cardinal,,1647,33.646055,-117.592101,932-144-85,60590320513002,CONDOMINIUM,132894,0.0,75909,1989,2,2.0,0,Type Not Specified,1,No Pool
1648,4082291863,22 Leonado,,1643,33.646637,-117.590584,932-144-86,60590320513005,CONDOMINIUM,118171,0.0,305000,1989,2,2.0,0,Type Not Specified,1,No Pool
1649,1007847236,26 Leonado,,1643,33.646576,-117.590546,932-144-95,60590320513005,CONDOMINIUM,219244,0.0,129000,1989,2,2.0,0,Type Not Specified,1,No Pool
1650,5997719319,35 Leonado,,1645,33.646309,-117.590569,932-145-10,60590320513005,CONDOMINIUM,224457,0.0,127000,1989,2,2.0,0,Type Not Specified,1,No Pool
1651,4431732055,2 Dorado,,1640,33.646099,-117.591141,932-145-12,60590320513005,CONDOMINIUM,205673,0.0,136500,1989,2,2.0,0,Type Not Specified,1,No Pool
1652,2055881891,10 Dorado,,1640,33.64621,-117.590675,932-145-19,60590320513005,CONDOMINIUM,451533,0.0,393000,1989,2,2.0,0,Type Not Specified,1,No Pool
1653,2370384556,7 Dorado,,1641,33.645794,-117.591255,932-145-30,60590320513002,CONDOMINIUM,373770,0.0,268500,1989,2,2.0,0,Type Not Specified,1,No Pool
1654,2322559075,4 Carmesi,,1654,33.645493,-117.592064,932-145-59,60590320513002,CONDOMINIUM,462219,0.0,345000,1989,2,2.0,0,Type Not Specified,1,No Pool
1655,8876388848,11 Carmesi,,1655,33.645226,-117.592163,932-145-74,60590320513005,CONDOMINIUM,489340,0.0,380000,1989,2,2.0,0,Type Not Specified,1,No Pool
1656,4465529852,62 Castano,,1666,33.645424,-117.592758,932-145-78,60590320513002,CONDOMINIUM,239407,0.0,138500,1989,2,2.0,0,Type Not Specified,1,No Pool
1657,2957113352,93 Castano,,1669,33.644905,-117.592728,932-145-89,60590320513005,CONDOMINIUM,254866,0.0,179500,1989,2,2.0,0,Type Not Specified,1,No Pool
1658,2832161864,43 Rosa,# 122,1403,33.649963,-117.580688,932-282-82,60590320502011,CONDOMINIUM,133291,0.0,80000,1986,2,1.0,0,Carport (Unspecified),1,No Pool
1659,8168174393,35 Rosa,# 126,1402,33.649902,-117.580559,932-282-86,60590320502011,CONDOMINIUM,145567,0.0,101000,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1660,2207305043,25 Rosa,# 130,1402,33.649742,-117.580696,932-282-90,60590320502011,CONDOMINIUM,132589,0.0,88000,1986,2,1.0,0,Carport (Unspecified),1,No Pool
1661,5193790327,38 Rosa,# 1,1403,33.649887,-117.580078,932-283-03,60590320502015,CONDOMINIUM,170241,0.0,120000,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1662,1307825618,30 Rosa,# 5,1402,33.649793,-117.580109,932-283-07,60590320502015,CONDOMINIUM,92347,0.0,59500,1986,2,1.0,0,Carport (Unspecified),1,No Pool
1663,2341966671,34 Flor De Sol,# 23,1408,33.650051,-117.579277,932-283-25,60590320502011,CONDOMINIUM,111553,0.0,60500,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1664,4051841512,38 Flor De Sol,# 25,1408,33.649944,-117.579369,932-283-27,60590320502011,CONDOMINIUM,130931,0.0,71000,1986,2,1.0,0,Carport (Unspecified),1,No Pool
1665,9677472087,50 Flor De Sol,# 33,1408,33.650089,-117.579414,932-283-35,60590320502011,CONDOMINIUM,116631,0.0,70000,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1666,9224787631,42 Flor De Sol,# 36,1408,33.650105,-117.579849,932-283-38,60590320502011,CONDOMINIUM,213778,0.0,121000,1986,2,2.0,0,Carport (Unspecified),1,No Pool
1667,3080622538,45 Flor De Sol,# 146,1408,33.649914,-117.579567,932-283-45,60590320502011,CONDOMINIUM,314990,0.0,230500,1986,2,2.0,0,Carport (Unspecified),1,No Pool
1668,6466618974,55 Flor De Sol,# 149,1409,33.649452,-117.579826,932-283-48,60590320502015,CONDOMINIUM,117446,0.0,72000,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1669,9993111008,78 Flor De Sol,# 55,1409,33.649391,-117.579796,932-283-65,60590320502015,CONDOMINIUM,193514,0.0,131000,1986,2,2.0,0,Carport (Unspecified),1,No Pool
1670,3749426253,102 Flor De Sol,# 57,1411,33.649269,-117.579788,932-283-67,60590320502015,CONDOMINIUM,302615,0.0,235000,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1671,8724457521,92 Flor De Sol,# 61,1411,33.649185,-117.579926,932-283-71,60590320502015,CONDOMINIUM,389109,0.0,353000,1986,2,2.0,0,Carport (Unspecified),1,No Pool
1672,7056904126,130 Flor De Sol,# 81,1412,33.64896,-117.579475,932-283-91,60590320502015,CONDOMINIUM,128334,0.0,68500,1986,2,1.0,0,Carport (Unspecified),1,No Pool
1673,9114931944,4 Flor De Mar,# 83,1404,33.64941,-117.580238,932-283-93,60590320502015,CONDOMINIUM,141471,0.0,75500,1986,2,2.0,0,Carport (Unspecified),1,No Pool
1674,2446050074,14 Flor De Mar,# 86,1404,33.649204,-117.580261,932-283-96,60590320502015,CONDOMINIUM,135844,0.0,72500,1986,2,2.0,0,Carport (Unspecified),1,No Pool
1675,4812125560,32 Flor De Mar,# 95,1405,33.648865,-117.58046,932-284-05,60590320502015,CONDOMINIUM,207301,0.0,146000,1986,2,1.0,0,Carport (Unspecified),1,No Pool
1676,3884456578,62 Flor De Mar,# 104,1406,33.649231,-117.580551,932-284-14,60590320502015,CONDOMINIUM,342536,0.0,266000,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1677,8552075844,44 Flor De Mar,# 116,1405,33.649208,-117.58017,932-284-26,60590320502015,CONDOMINIUM,121769,0.0,65000,1986,1,1.0,0,Carport (Unspecified),1,No Pool
1678,6050795992,3 Calle Christina,,5435,33.65382,-117.582802,932-284-33,60590320512002,CONDOMINIUM,290060,0.0,189000,1986,3,2.0,1,Type Not Specified,2,No Pool
1679,8919862047,11 Calle Christina,,5435,33.654453,-117.583145,932-284-37,60590320512002,CONDOMINIUM,155249,0.0,445000,1986,2,2.0,0,Type Not Specified,2,No Pool
1680,3542958821,21 Calle Christina,,5435,33.654968,-117.583382,932-284-42,60590320512002,CONDOMINIUM,291405,0.0,158500,1986,3,2.0,1,Type Not Specified,2,No Pool
1681,7757688079,11 Calle Francesca,,5438,33.652756,-117.583008,932-284-53,60590320512002,CONDOMINIUM,438747,0.0,297000,1986,3,2.0,1,Type Not Specified,2,No Pool
1682,3861217373,23 Calle Melinda,,5436,33.653868,-117.583469,932-284-71,60590320512002,CONDOMINIUM,294048,0.0,180000,1986,2,2.0,0,Type Not Specified,2,No Pool
1683,3706981499,4 Calle Maria,,5440,33.653736,-117.581825,932-285-07,60590320512002,CONDOMINIUM,304270,0.0,609000,1986,3,2.0,1,Type Not Specified,2,No Pool
1684,1593320155,10 Calle Maria,,5440,33.653503,-117.581787,932-285-10,60590320512002,CONDOMINIUM,321081,0.0,175000,1986,3,2.0,1,Type Not Specified,2,No Pool
1685,8891898353,14 Calle Maria,,5440,33.653324,-117.581818,932-285-12,60590320512002,CONDOMINIUM,763670,0.0,570000,1986,3,2.0,1,Type Not Specified,2,No Pool
1686,3978763827,33 Calle Maria,,5439,33.653141,-117.582344,932-285-23,60590320512002,CONDOMINIUM,787787,0.0,588000,1986,3,2.0,1,Type Not Specified,2,No Pool
1687,9592650445,23 Calle Maria,,5439,33.652695,-117.582092,932-285-28,60590320512002,CONDOMINIUM,316356,0.0,172000,1986,3,2.0,1,Type Not Specified,2,No Pool
1688,3372705674,23 Calle Katrina,,5434,33.654625,-117.582634,932-285-39,60590320512002,CONDOMINIUM,295430,0.0,192500,1986,3,2.0,1,Type Not Specified,2,No Pool
1689,4447320866,17 Calle Katrina,,5433,33.654701,-117.582733,932-285-42,60590320512002,CONDOMINIUM,581471,0.0,425500,1986,2,2.0,0,Type Not Specified,2,No Pool
1690,8087475442,91 Via Cuidado,,3117,33.652749,-117.621772,932-285-57,60590320483002,CONDOMINIUM,83937,1125.0,52000,1991,2,2.0,0,Unknown,0,No Pool
1691,9360143150,83 Via Cuidado,,3117,33.652749,-117.621772,932-285-68,60590320483002,CONDOMINIUM,99599,1125.0,76000,1991,2,2.0,0,Unknown,0,No Pool
1692,4733197314,29 Via Cuidado,,3115,33.652749,-117.621772,932-285-92,60590320483002,CONDOMINIUM,84784,1125.0,57500,1991,2,2.0,0,Unknown,0,No Pool
1693,1924338129,7 Via Cuidado,,3115,33.652749,-117.621772,932-285-97,60590320483002,CONDOMINIUM,82275,1125.0,56000,1991,2,2.0,0,Unknown,0,No Pool
1694,4644082843,2 Calle De Los Ninos,,2816,33.63731,-117.594185,932-286-08,60590320541023,CONDOMINIUM,439057,0.0,315500,1994,3,2.0,1,Type Not Specified,2,No Pool
1695,8243577025,22 Calle De Los Ninos,,2816,33.637211,-117.594521,932-286-18,60590320541023,CONDOMINIUM,546486,0.0,400000,1994,3,2.0,1,Type Not Specified,2,No Pool
1696,3549225081,6 Calle De Suenos,,2817,33.63619,-117.595244,932-286-31,60590320541023,CONDOMINIUM,619038,0.0,545000,1994,3,2.0,1,Type Not Specified,2,No Pool
1697,3204070735,50 Calle De Los Ninos,,2816,33.637054,-117.5951,932-286-50,60590320541023,CONDOMINIUM,632563,0.0,539000,1994,3,2.0,1,Type Not Specified,2,No Pool
1698,8389962221,5 Calle De Los Grabados,,2820,33.63596,-117.59507,932-286-67,60590320541023,CONDOMINIUM,449398,0.0,316500,1994,3,2.0,1,Type Not Specified,2,No Pool
1699,5481116738,16 Calle De Las Sonatas,,2885,33.63652,-117.594734,932-287-09,60590320541023,CONDOMINIUM,336730,0.0,232500,1997,3,2.0,1,Type Not Specified,2,No Pool
1700,8914478957,11 Calle De Las Sonatas,,2886,33.636406,-117.595436,932-287-25,60590320541023,CONDOMINIUM,632036,0.0,462500,1997,4,2.0,1,Type Not Specified,2,No Pool
1701,9432360763,48 Calle De Felicidad,,2884,33.636791,-117.595657,932-287-34,60590320541023,CONDOMINIUM,473300,0.0,340000,1998,3,2.0,1,Type Not Specified,2,No Pool
1702,8225914976,2 Via Madera,,3119,33.646023,-117.62468,933-744-01,60590320483000,CONDOMINIUM,485832,1597.0,349000,1991,3,2.0,1,Type Not Specified,2,No Pool
1703,6688624378,24 Via Madera,,3119,33.645992,-117.624199,933-744-10,60590320483000,CONDOMINIUM,368894,1597.0,265000,1991,2,2.0,1,Type Not Specified,2,No Pool
1704,1973932667,42 Via Madera,,3119,33.646103,-117.623802,933-744-19,60590320483000,CONDOMINIUM,309483,1597.0,210000,1991,3,2.0,1,Type Not Specified,2,No Pool
1705,5001184630,79 Camino Del Oro,,3139,33.646404,-117.624702,933-744-44,60590320483000,CONDOMINIUM,488988,1399.0,437500,1991,2,2.0,0,Type Not Specified,1,No Pool
1706,7719408466,85 Camino Del Oro,,3139,33.646783,-117.624714,933-744-45,60590320483000,CONDOMINIUM,459364,1399.0,430000,1991,2,2.0,0,Type Not Specified,1,No Pool
1707,9639737025,93 Camino Del Oro,,3140,33.646938,-117.624687,933-744-47,60590320483000,CONDOMINIUM,347876,1399.0,245000,1991,2,2.0,1,Type Not Specified,2,No Pool
1708,4464042365,98 Camino Del Oro,,3140,33.647045,-117.623966,933-744-56,60590320483003,CONDOMINIUM,312236,1550.0,220000,1991,2,2.0,1,Type Not Specified,2,No Pool
1709,5481178416,80 Camino Del Oro,,3139,33.647045,-117.623966,933-744-64,60590320483003,CONDOMINIUM,578147,1550.0,530000,1991,3,2.0,1,Type Not Specified,2,No Pool
1710,2324968103,61 Camino Del Oro,,3153,33.647266,-117.624603,933-744-68,60590320483000,CONDOMINIUM,191681,1488.0,125000,1991,2,2.0,1,Type Not Specified,2,No Pool
1711,5580367099,67 Camino Del Oro,,3153,33.647274,-117.624718,933-744-70,60590320483000,CONDOMINIUM,573821,1488.0,420000,1991,3,2.0,1,Type Not Specified,2,No Pool
1712,3479674905,12 Paseo Estrellas,,3154,33.647045,-117.623966,933-744-76,60590320483003,CONDOMINIUM,217145,1394.0,136000,1991,2,2.0,1,Type Not Specified,2,No Pool
1713,1376974629,17 Paseo Estrellas,,3154,33.647045,-117.623966,933-744-95,60590320483003,CONDOMINIUM,81359,1500.0,228000,1991,2,2.0,1,Type Not Specified,2,No Pool
1714,5726113394,11 Paseo Estrellas,,3154,33.647408,-117.62381,933-744-96,60590320483006,CONDOMINIUM,578147,1500.0,499000,1991,3,2.0,1,Type Not Specified,2,No Pool
1715,2815642057,10 Paseo Del Sol,,3193,33.648125,-117.624168,933-745-04,60590320483000,CONDOMINIUM,254573,1786.0,170000,1993,2,2.0,0,Type Not Specified,1,No Pool
1716,5057600871,9 Camino Del Oro,,3165,33.648098,-117.62468,933-745-13,60590320483000,CONDOMINIUM,236314,1384.0,142000,1993,2,2.0,0,Type Not Specified,1,No Pool
1717,8347476257,29 Camino Del Oro,,3165,33.647476,-117.62471,933-745-22,60590320483000,CONDOMINIUM,310957,1384.0,219000,1993,2,2.0,0,Type Not Specified,1,No Pool
1718,4350500890,51 Camino Del Oro,,3166,33.648048,-117.62468,933-745-28,60590320483000,CONDOMINIUM,500359,1384.0,455000,1991,2,2.0,1,Type Not Specified,2,No Pool
1719,7517421609,50 Camino Del Oro,,3166,33.64769,-117.624397,933-745-34,60590320483006,CONDOMINIUM,546627,1437.0,400000,1991,2,2.0,1,Type Not Specified,2,No Pool
1720,2254771779,42 Camino Del Oro,,3165,33.647549,-117.62439,933-745-37,60590320483006,CONDOMINIUM,231593,1437.0,139000,1991,2,2.0,1,Type Not Specified,2,No Pool
1721,1442908895,66 Paseo Del Sol,,3104,33.647045,-117.623966,933-745-42,60590320483003,CONDOMINIUM,264632,1589.0,162000,1993,3,2.0,1,Type Not Specified,2,No Pool
1722,2058450395,58 Paseo Del Sol,,3104,33.647045,-117.623966,933-745-49,60590320483003,CONDOMINIUM,231776,1589.0,157000,1993,2,2.0,0,Type Not Specified,1,No Pool
1723,1579803713,52 Paseo Del Sol,,3104,33.647703,-117.623555,933-745-50,60590320483000,CONDOMINIUM,305276,1589.0,215000,1993,2,2.0,0,Type Not Specified,1,No Pool
1724,5440114481,30 Paseo Del Sol,,3137,33.647263,-117.623337,933-745-60,60590320483000,CONDOMINIUM,285842,1589.0,175000,1993,3,2.0,1,Type Not Specified,2,No Pool
1725,5595212916,22 Paseo Del Sol,,3137,33.647709,-117.623596,933-745-67,60590320483000,CONDOMINIUM,289657,1589.0,200000,1993,2,2.0,0,Type Not Specified,1,No Pool
1726,4314677749,54 Via Madera,,3133,33.646358,-117.623367,933-745-78,60590320483000,CONDOMINIUM,326576,1149.0,230000,1994,2,2.0,1,Type Not Specified,2,No Pool
1727,7273096020,60 Via Madera,,3136,33.646275,-117.623352,933-745-80,60590320483000,CONDOMINIUM,254129,1149.0,157500,1994,3,2.0,1,Type Not Specified,2,No Pool
1728,7112708004,81 Paseo Del Sol,,3138,33.647488,-117.623947,933-745-87,60590320483006,CONDOMINIUM,328033,1149.0,226500,1991,2,2.0,1,Type Not Specified,2,No Pool
1729,3826803765,85 Paseo Del Sol,,3138,33.6474,-117.6234,933-745-92,60590320483000,CONDOMINIUM,193561,1149.0,120000,1991,2,2.0,0,Type Not Specified,1,No Pool
1730,9092088887,82 Paseo Del Sol,,3138,33.6474,-117.623405,933-745-98,60590320483000,CONDOMINIUM,298175,1149.0,210000,1994,2,2.0,0,Type Not Specified,1,No Pool
1731,3087148244,14 Islay,# 41,1103,33.649788,-117.58873,933-750-08,60590320513004,CONDOMINIUM,409967,0.0,300000,1987,2,2.0,1,Type Not Specified,1,No Pool
1732,1684479325,8 Islay,# 44,1103,33.649843,-117.588536,933-750-11,60590320513004,CONDOMINIUM,147014,0.0,79000,1987,1,1.0,0,Type Not Specified,1,No Pool
1733,3610689240,2 Islay,# 47,1103,33.649876,-117.588821,933-750-14,60590320513004,CONDOMINIUM,313910,0.0,225500,1987,2,2.0,0,Type Not Specified,1,No Pool
1734,9569266013,24 Islay,# 50,1103,33.649731,-117.588661,933-750-17,60590320513004,CONDOMINIUM,108004,0.0,69500,1987,1,1.0,0,Type Not Specified,1,No Pool
1735,4060120823,20 Islay,# 52,1103,33.649773,-117.588699,933-750-19,60590320513004,CONDOMINIUM,191886,0.0,130000,1987,1,2.0,0,Type Not Specified,1,No Pool
1736,5325600129,25 Islay,# 65,1101,33.649513,-117.588943,933-750-32,60590320513004,CONDOMINIUM,156817,0.0,96000,1987,2,2.0,0,Type Not Specified,1,No Pool
1737,1145674656,1 Islay,# 67,1100,33.64967,-117.589119,933-750-34,60590320513004,CONDOMINIUM,140500,0.0,88000,1987,2,2.0,0,Type Not Specified,1,No Pool
1738,2203083536,1 Blue Oak,# 85,1106,33.650276,-117.589661,933-750-52,60590320513000,CONDOMINIUM,211243,0.0,143000,1987,2,2.0,1,Type Not Specified,1,No Pool
1739,3647700159,17 Milkwood,# 99,1111,33.650867,-117.588844,933-750-66,60590320513000,CONDOMINIUM,226333,0.0,128000,1987,1,2.0,0,Type Not Specified,1,No Pool
1740,1677021527,1 Milkwood,# 105,1110,33.650955,-117.588921,933-750-72,60590320513000,CONDOMINIUM,217239,0.0,150000,1987,2,2.0,0,Type Not Specified,1,No Pool
1741,8422322182,5 Milkwood,# 107,1110,33.650913,-117.588875,933-750-74,60590320513000,CONDOMINIUM,137773,0.0,75000,1987,1,1.0,0,Type Not Specified,1,No Pool
1742,3047921229,31 Milkwood,# 113,1111,33.651354,-117.588422,933-750-80,60590320513000,CONDOMINIUM,217239,0.0,150000,1987,2,2.0,0,Type Not Specified,1,No Pool
1743,8958117482,30 Milkwood,# 116,1111,33.650921,-117.588875,933-750-83,60590320513000,CONDOMINIUM,236069,0.0,163000,1987,2,2.0,0,Type Not Specified,1,Type Unspecified
1744,4152803032,32 Milkwood,# 117,1111,33.650917,-117.588867,933-750-84,60590320513000,CONDOMINIUM,241376,0.0,170000,1987,2,2.0,0,Type Not Specified,1,No Pool
1745,4120452827,25 Hemlock,# 196,1109,33.650349,-117.588631,933-750-92,60590320513001,CONDOMINIUM,195514,0.0,135000,1987,1,2.0,0,Type Not Specified,1,No Pool
1746,4565181885,19 Hemlock,# 197,1107,33.650311,-117.588593,933-750-93,60590320513001,CONDOMINIUM,135603,0.0,90000,1987,1,1.0,0,Type Not Specified,1,No Pool
1747,6297176086,29 Buckthorn,# 3,1143,33.65099,-117.587234,933-751-06,60590320513000,CONDOMINIUM,266935,0.0,188000,1987,2,2.0,0,Type Not Specified,1,No Pool
1748,7373752194,30 Buckthorn,# 4,1141,33.650574,-117.587013,933-751-07,60590320513000,CONDOMINIUM,368833,0.0,270000,1987,2,2.0,0,Type Not Specified,1,No Pool
1749,3956539189,34 Buckthorn,# 6,1143,33.650558,-117.586876,933-751-09,60590320513000,CONDOMINIUM,281194,0.0,202000,1987,2,2.0,0,Type Not Specified,1,No Pool
1750,2961473808,16 Buckthorn,# 7,1141,33.650696,-117.587227,933-751-10,60590320513000,CONDOMINIUM,232839,0.0,137000,1987,2,2.0,1,Type Not Specified,1,No Pool
1751,1714724981,20 Buckthorn,# 9,1141,33.650734,-117.58712,933-751-12,60590320513000,CONDOMINIUM,244217,0.0,175000,1987,1,2.0,0,Type Not Specified,1,No Pool
1752,8181760128,8 Buckthorn,# 16,1141,33.650745,-117.587036,933-751-19,60590320513000,CONDOMINIUM,191156,0.0,106000,1987,1,1.0,0,Type Not Specified,1,No Pool
1753,5823091182,6 Buckthorn,# 17,1141,33.650784,-117.586998,933-751-20,60590320513000,CONDOMINIUM,82957,0.0,53500,1987,1,1.0,0,Type Not Specified,1,No Pool
1754,3557513775,31 Roble,# 25,1145,33.6502,-117.587646,933-751-28,60590320513000,CONDOMINIUM,224481,0.0,155000,1987,2,2.0,0,Type Not Specified,1,No Pool
1755,2715977358,15 Roble,# 27,1145,33.650471,-117.587524,933-751-30,60590320513000,CONDOMINIUM,173275,0.0,90000,1987,2,2.0,1,Type Not Specified,1,No Pool
1756,9464045436,21 Roble,# 31,1145,33.6506,-117.587387,933-751-34,60590320513000,CONDOMINIUM,322524,0.0,265000,1987,1,1.0,0,Type Not Specified,1,No Pool
1757,7977111688,1 Roble,# 35,1144,33.650463,-117.587318,933-751-38,60590320513000,CONDOMINIUM,448822,0.0,335000,1987,2,2.0,0,Type Not Specified,1,No Pool
1758,9601916005,23 Redbud,# 122,1117,33.651421,-117.588264,933-751-48,60590320513000,CONDOMINIUM,354776,0.0,345000,1987,1,1.0,0,Type Not Specified,1,No Pool
1759,2641144393,5 Redbud,# 127,1116,33.651508,-117.588371,933-751-53,60590320513000,CONDOMINIUM,125562,0.0,85000,1987,1,1.0,0,Type Not Specified,1,No Pool
1760,7084545267,9 Redbud,# 129,1116,33.651482,-117.588348,933-751-55,60590320513000,CONDOMINIUM,306252,0.0,220000,1987,1,2.0,0,Type Not Specified,3,No Pool
1761,3467007547,11 Redbud,# 130,1116,33.651466,-117.588333,933-751-56,60590320513000,CONDOMINIUM,170261,0.0,113000,1987,1,2.0,0,Type Not Specified,3,No Pool
1762,4905342825,30 Redbud,# 135,1117,33.650836,-117.588229,933-751-61,60590320513001,CONDOMINIUM,218627,0.0,148000,1987,2,2.0,0,Type Not Specified,1,No Pool
1763,1200983742,1 Silktassel,# 143,1112,33.651321,-117.587883,933-751-69,60590320513000,CONDOMINIUM,212640,0.0,118000,1987,2,2.0,0,Type Not Specified,1,No Pool
1764,2721565298,11 Silktassel,# 148,1112,33.651405,-117.587776,933-751-74,60590320513000,CONDOMINIUM,247781,0.0,178000,1987,1,2.0,0,Type Not Specified,1,No Pool
